id_wikidata	article	grade	subject	avg_pv	avg_pv_prev	size	size_prev	notes	notes_prev	images	images_prev	references	references_prev	incipit_size	incipit_on_size	incipit_prev	issues	issues_prev	issue_sourceNeeded	issue_clarify	discussion_size	discussion_prev	first_edit	days	all_visits	VdQ	vetrina	commonsGallerys	commonsPage	page_on_wikisource
Q3467906	Asistente_virtual	scuola media italiana	Ciencias de la computación	72	93	30048	-	39	-	3	-	0	-	4777	15.9	-	0	-	0	0	885	-	2017-07-16	1994	239334	0	0	Virtual assistant		
Q3308829	Atención_prenatal	scuola media italiana	Biología	33	49	14374	-	8	-	1	-	0	-	460	3.2	-	0	-	0	0	3298	-	2009-06-25	4937	368593	0	0	Pregnancy		
Q623543	Atención_primaria_de_salud	scuola media italiana	Biología	195	329	20712	-	10	-	5	-	0	-	1577	7.61	-	0	-	0	0	5351	-	2006-11-10	5895	1390948	0	0			
Q8208448	Atlas_interactivo_Unesco_de_las_lenguas_en_peligro_en_el_mundo	scuola media italiana	Comunicación y sociedad	12	13	4143	-	0	-	0	-	0	-	507	12.24	-	0	-	0	0	993	-	2009-12-30	4749	41192	0	0			
Q1931259	Atributo_(gramática)	scuola media italiana	Lengua española	64	85	5527	-	0	-	0	-	0	-	2607	47.17	-	0	-	0	0	1636	-	2005-05-08	6446	428293	0	0			
Q8104	Atmósfera	scuola media italiana	Geografía	809	873	30299	-	6	-	10	-	0	-	429	1.42	-	0	-	0	0	7794	-	2005-10-11	6290	4970142	0	0	Atmosphere	Atmosphere	
Q542	Atletismo	scuola media italiana	Educación física y recreación	2430	2752	117304	-	131	-	28	-	0	-	2094	1.79	-	0	-	0	0	19265	-	2002-03-12	7599	14641475	0	0	Athletics		
Q2722260	Atributo_(informática)	scuola media italiana	Tecnologías	28	48	4812	-	2	-	0	-	0	-	603	12.53	-	0	-	0	0	403	-	2010-07-29	4538	379450	0	0			
Q212108	Autenticación	scuola media italiana	Tecnologías	73	69	22233	-	2	-	0	-	0	-	672	3.02	-	0	-	0	0	4622	-	2004-12-14	6591	357640	0	0	Authentication		
Q4519653	Autocuidado	scuola media italiana	Educación física y recreación	44	64	3714	-	5	-	2	-	0	-	1336	35.97	-	0	-	0	0	202	-	2014-09-07	3037	327530	0	0	Self care		
Q1761396	Automedicación	scuola media italiana	Biología	17	27	3508	-	1	-	0	-	0	-	1462	41.68	-	0	-	0	0	341	-	2005-11-11	6259	167321	0	0	Self-medication		
Q10981881	Autoestima	scuola media italiana	Salud y sexualidad	1286	1437	37109	-	26	-	1	-	0	-	3270	8.81	-	0	-	0	0	8463	-	2005-04-23	6461	8326064	0	0			
Q788590	Autorización	scuola media italiana	Ciencias del ambiente	14	14	3023	-	0	-	0	-	0	-	541	17.9	-	0	-	0	0	166	-	2007-01-04	5840	94342	0	0			
Q40461	Bachata	scuola media italiana	Educación física y recreación	417	416	18599	-	12	-	3	-	0	-	1839	9.89	-	0	-	0	0	6711	-	2002-11-27	7339	1987725	0	0			
Q473719	Balón_prisionero	scuola media italiana	Educación física y recreación	231	207	6243	-	6	-	3	-	0	-	1582	25.34	-	0	-	0	0	1905	-	2004-10-04	6662	681926	0	0	Dodgeball		
Q10876	Bacteria	scuola media italiana	Ciencias del ambiente	1309	1535	139740	-	173	-	41	-	0	-	5882	4.21	-	0	-	0	0	15332	-	2002-01-10	7660	9902144	1	0	Bacteria		
Q8418	Balonmano	scuola media italiana	Educación física y recreación	1349	1408	36297	-	11	-	12	-	0	-	2008	5.53	-	0	-	0	0	25400	-	2003-03-01	7245	7681269	0	0	Handball		
Q5372	Baloncesto	scuola media italiana	Educación física y recreación	5037	4570	84592	-	58	-	26	-	0	-	4093	4.84	-	0	-	0	0	45642	-	2002-02-05	7634	22756728	0	0	Basketball	Basketball	
Q617103	Banda_Oriental	scuola media italiana	Historia	120	121	25478	-	5	-	1	-	0	-	1412	5.54	-	0	-	0	0	5590	-	2005-09-24	6307	517051	0	0			
Q5719914	Barranca_abajo_(obra_de_teatro)	scuola media italiana	Literatura	15	19	9041	-	2	-	1	-	0	-	616	6.81	-	0	-	0	0	14	-	2012-06-05	3861	81413	0	0			
Q5720098	Barreras_biológicas	scuola media italiana	Biología	72	108	5960	-	0	-	2	-	0	-	1768	29.66	-	0	-	0	0	527	-	2007-07-02	5661	1080105	0	0			
Q217199	Banda_sonora	scuola media italiana	Educación musical	286	287	18683	-	2	-	1	-	0	-	1938	10.37	-	0	-	0	0	2477	-	2005-12-10	6230	1173362	0	0	Soundtracks		
Q8513	Base_de_datos	scuola media italiana	Ciencias de la computación	641	914	26255	-	7	-	3	-	0	-	3356	12.78	-	0	-	0	0	11272	-	2002-01-25	7645	4875715	0	0	Databases		
Q192588	Base_de_datos_relacional	scuola media italiana	Tecnologías	106	203	14369	-	4	-	2	-	0	-	851	5.92	-	0	-	0	0	3263	-	2005-04-14	6470	1077493	0	0			
Q2886630	Base_fuerte	scuola media italiana	Química	38	50	967	-	0	-	0	-	0	-	898	92.86	-	0	-	0	0	598	-	2007-01-31	5813	285527	0	0			
Q45701	Basura	scuola media italiana	Ciencias del ambiente	379	413	36515	-	12	-	8	-	0	-	2419	6.62	-	0	-	0	0	8105	-	2005-01-31	6543	2454698	0	0	Waste		
Q267298	Batería_(electricidad)	scuola media italiana	Tecnologías	360	375	43739	-	13	-	7	-	0	-	1589	3.63	-	0	-	0	0	8099	-	2004-12-21	6584	672656	0	0	Electric batteries		
Q8244902	Batllismo	scuola media italiana	Historia	82	90	13670	-	6	-	6	-	0	-	2065	15.11	-	0	-	0	0	3498	-	2007-04-30	5724	318454	0	0			
Q876776	Beber	scuola media italiana	Biología	17	10	15327	-	25	-	4	-	0	-	825	5.38	-	0	-	0	0	18	-	2007-06-15	5678	13611	0	0	Drinking		
Q184806	Biocenosis	scuola media italiana	Ciencias del ambiente	177	210	11517	-	2	-	0	-	0	-	1345	11.68	-	0	-	0	0	3138	-	2003-10-14	7018	1425679	0	0			
Q242606	Bioconstrucción	scuola media italiana	Ciencias físico-químicas	37	33	19715	-	3	-	1	-	0	-	1800	9.13	-	0	-	0	0	4343	-	2006-12-13	5862	182447	0	0	Sustainable building		
Q17622892	Biodiversidad_de_Uruguay	scuola media italiana	Ciencias del ambiente	2	2	8706	-	13	-	1	-	0	-	927	10.65	-	0	-	0	0	1071	-	2014-08-19	3056	1588	0	0			
Q47041	Biodiversidad	scuola media italiana	Ciencias del ambiente	1918	1902	42056	-	34	-	9	-	0	-	3611	8.59	-	0	-	0	0	14626	-	2003-10-18	7014	9841257	0	0	Biodiversity		
Q18417267	Biomas_de_Uruguay	scuola media italiana	Ciencias del ambiente	29	48	2965	-	4	-	1	-	0	-	378	12.75	-	0	-	0	0	755	-	2014-09-03	3041	235809	0	0			
Q7108	Biotecnología	scuola media italiana	Ciencias físico-químicas	389	746	35464	-	28	-	2	-	0	-	4613	13.01	-	0	-	0	0	17284	-	2003-02-17	7257	4552731	0	0	Biotechnology		
Q3128632	Bisección	scuola media italiana	Matemática	27	22	20258	-	16	-	7	-	0	-	1101	5.43	-	0	-	0	0	0	-	2018-05-27	1679	65735	0	0			
Q27809	Bisectriz	scuola media italiana	Matemática	138	132	4642	-	5	-	4	-	0	-	372	8.01	-	0	-	0	0	1271	-	2003-10-17	7015	1559272	0	0	Angle bisection		
Q1370895	Boca_humana	scuola media italiana	Biología	156	140	12338	-	7	-	3	-	0	-	1195	9.69	-	0	-	0	0	1458	-	2004-12-09	6596	152621	0	0	Human mouths		
Q9759	Blues	scuola media italiana	Educación musical	355	423	73647	-	59	-	7	-	0	-	2054	2.79	-	0	-	0	0	10456	-	2002-02-07	7632	1954331	1	0	Blues		
Q8868615	Bucle_(programación)	scuola media italiana	Ciencias de la computación	130	149	2556	-	0	-	0	-	0	-	2124	83.1	-	0	-	0	0	1419	-	2004-07-16	6742	707724	0	0			
Q5078274	Boceto	scuola media italiana	Diseño	146	167	24331	-	22	-	50	-	0	-	6823	28.04	-	0	-	0	0	476	-	2006-06-02	6056	834287	0	0	Sketches		
Q64513386	Bulimia	scuola media italiana	Biología	268	1343	24648	-	27	-	1	-	0	-	586	2.38	-	0	-	0	0	4905	-	2003-10-14	7018	5467248	0	0	Bulimia nervosa		
Q52090	Burguesía	scuola media italiana	Historia	971	969	36960	-	42	-	9	-	0	-	2558	6.92	-	0	-	0	0	18573	-	2004-09-03	6693	5048225	0	0	Bourgeoisie		
Q7291	Bádminton	scuola media italiana	Educación física y recreación	500	480	19932	-	5	-	8	-	0	-	1163	5.83	-	0	-	0	0	3858	-	2003-03-01	7245	2566139	0	0	Badminton	Badminton	
Q46441	CSS	scuola media italiana	Ciencias del ambiente	228	264	54296	-	43	-	4	-	0	-	2742	5.05	-	0	-	0	0	11766	-	2003-02-05	7269	204640	0	0	Cascading Style Sheets		
Q5369	Béisbol	scuola media italiana	Educación física y recreación	1499	1282	57360	-	12	-	8	-	0	-	3350	5.84	-	0	-	0	0	17128	-	2001-12-13	7688	6251682	0	0	Baseball	Baseball	
Q1414037	Cadena_productiva	scuola media italiana	Tecnologías	87	102	1853	-	0	-	0	-	0	-	931	50.24	-	0	-	0	0	2956	-	2007-07-06	5657	738028	0	0			
Q159462	Cadena_trófica	scuola media italiana	Ciencias del ambiente	883	1163	21757	-	14	-	3	-	0	-	913	4.2	-	0	-	0	0	32	-	2003-10-20	7012	6365187	0	0	Food chain		
Q748455	Cajón_(percusión)	scuola media italiana	Educación musical	156	121	21216	-	16	-	11	-	0	-	1348	6.35	-	0	-	0	0	36626	-	2005-04-26	6458	654409	0	0	Cajon		
Q706	Calcio	scuola media italiana	Química	665	646	26301	-	10	-	1	-	0	-	2102	7.99	-	0	-	0	0	2032	-	2003-08-23	7070	3311001	0	0	Calcium	Calcium	
Q5739953	Calendario_del_embarazo	scuola media italiana	Biología	16	13	27505	-	4	-	4	-	0	-	265	0.96	-	0	-	0	0	2760	-	2006-06-18	6040	364991	0	0	Human pregnancy		
Q13100823	Calidad_de_vida	scuola media italiana	Biología	312	492	12282	-	1	-	0	-	0	-	2311	18.82	-	0	-	0	0	9384	-	2004-01-14	6926	3546007	0	0	Quality of life		
Q7942	Calentamiento_global	scuola media italiana	Ciencias del ambiente	1596	1624	71544	-	73	-	7	-	0	-	10880	15.21	-	0	-	0	0	33889	-	2003-08-10	7083	11343553	1	0	Global warming		
Q625376	Calidad_del_agua	scuola media italiana	Química	24	31	9204	-	6	-	1	-	0	-	1635	17.76	-	0	-	0	0	624	-	2006-01-05	6204	313465	0	0	Water quality		
Q2034420	Calidad_del_suelo	scuola media italiana	Química	6	3	7515	-	6	-	1	-	0	-	1951	25.96	-	0	-	0	0	201	-	2021-02-01	698	3841	0	0			
Q44432	Calor	scuola media italiana	Ciencias físico-químicas	485	486	29849	-	12	-	4	-	0	-	893	2.99	-	0	-	0	0	2484	-	2003-04-03	7212	3431239	0	0	Heat		
Q3240978	Cambio_físico	scuola media italiana	Química	277	327	3379	-	1	-	1	-	0	-	2016	59.66	-	0	-	0	0	0	-	2017-06-28	2012	1404645	0	0			
Q101673483	Cambio_climático_en_Uruguay	scuola media italiana	Ciencias del ambiente	3	2	19480	-	29	-	2	-	0	-	2230	11.45	-	0	-	0	0	60	-	2020-11-14	777	3033	0	0	Climate change in Uruguay		
Q125928	Cambio_climático	scuola media italiana	Ciencias del ambiente	626	806	106620	-	115	-	12	-	0	-	5964	5.59	-	0	-	0	0	69588	-	2004-12-18	6587	7379567	0	0	Climate variability and change		
Q524648	Cambio_lingüístico	scuola media italiana	Comunicación y sociedad	73	84	11253	-	3	-	0	-	0	-	1116	9.92	-	0	-	0	0	1354	-	2006-06-24	6034	407922	0	0			
Q1939117	Cambio_léxico-semántico	scuola media italiana	Comunicación y sociedad	47	62	12031	-	1	-	0	-	0	-	855	7.11	-	0	-	0	0	18	-	2006-06-24	6034	361320	0	0			
Q20013708	Cambio_tecnológico_(concepto)	scuola media italiana	Tecnologías	152	243	11786	-	10	-	2	-	0	-	1139	9.66	-	0	-	0	0	3280	-	2015-05-13	2789	1192143	0	0			
Q876852	Campamento_educativo	scuola media italiana	Educación física y recreación	20	24	3949	-	2	-	3	-	0	-	290	7.34	-	0	-	0	0	0	-	2013-03-14	3579	108521	0	0	Summer camps		
Q7366	Canción	scuola media italiana	Educación musical	442	351	29812	-	22	-	7	-	0	-	2885	9.68	-	0	-	0	0	3462	-	2006-08-25	5972	1857107	0	0	Songs		
Q1033073	Candombe	scuola media italiana	Educación física y recreación	178	169	21015	-	8	-	8	-	0	-	827	3.94	-	0	-	0	0	65193	-	2005-08-07	6355	698557	0	0	Candombe		
Q11151749	Cannabis_en_Uruguay	scuola media italiana	Biología	25	34	39193	-	73	-	2	-	0	-	1061	2.71	-	0	-	0	0	18195	-	2012-07-16	3820	36059	0	0			
Q2845	Cannabis_(psicotrópico)	scuola media italiana	Biología	1119	1070	136774	-	181	-	21	-	0	-	5471	4.0	-	0	-	0	0	62309	-	2007-02-13	5800	4965683	0	0	Cannabis	Cannabis sativa	
Q53831	Canon_(música)	scuola media italiana	Educación musical	87	89	30239	-	3	-	4	-	0	-	967	3.2	-	0	-	0	0	766	-	2006-04-17	6102	487576	0	0	Canons (music)		
Q26473	Canto_gregoriano	scuola media italiana	Educación musical	257	268	21924	-	1	-	4	-	0	-	454	2.07	-	0	-	0	0	5116	-	2004-11-25	6610	1427746	0	0	Gregorian chant		
Q79995	Capa_de_ozono	scuola media italiana	Geografía	568	583	13934	-	13	-	5	-	0	-	1597	11.46	-	0	-	0	0	15366	-	2003-08-10	7083	3623397	0	0	Ozone layer		
Q1472057	Capitalismo_comercial	scuola media italiana	Historia	68	112	8240	-	11	-	6	-	0	-	5719	69.41	-	0	-	0	0	257	-	2014-12-29	2924	481760	0	0			
Q1784017	Caracteres_sexuales_secundarios	scuola media italiana	Ciencias del ambiente	269	413	12830	-	25	-	4	-	0	-	1546	12.05	-	0	-	0	0	2108	-	2004-08-23	6704	2353635	0	0			
Q6206	Capitalismo	scuola media italiana	Historia	1724	2214	79557	-	76	-	5	-	0	-	12295	15.45	-	0	-	0	0	15265	-	2004-04-06	6843	10701649	0	0	Capitalism		
Q1111	Carga_eléctrica	scuola media italiana	Tecnologías	824	924	19485	-	12	-	2	-	0	-	1190	6.11	-	0	-	0	0	7571	-	2002-10-29	7368	5359544	0	1	Electric charge		
Q129859	Carlos_Maggi	scuola media italiana	Literatura	8	9	8527	-	8	-	1	-	0	-	207	2.43	-	0	-	0	0	3109	-	2006-05-18	6071	26631	0	0	Carlos Maggi		
Q389782	Cartón	scuola media italiana	Tecnologías	126	151	9100	-	3	-	4	-	0	-	637	7.0	-	0	-	0	0	298	-	2004-07-22	6736	939925	0	0	Cardboard		
Q42515	Cartografía	scuola media italiana	Geografía	514	493	26451	-	25	-	10	-	0	-	734	2.77	-	0	-	0	0	510	-	2002-05-12	7538	3013885	0	0	Cartography		
Q8341841	Casa_tomada	scuola media italiana	Literatura	234	301	12912	-	4	-	1	-	0	-	1498	11.6	-	0	-	0	0	3884	-	2005-12-23	6217	1199187	0	0			
Q18205863	Catfishing	scuola media italiana	Ciencias de la computación	51	54	13823	-	21	-	0	-	0	-	804	5.82	-	0	-	0	0	4	-	2020-11-24	767	54080	0	0			
Q682466	Cavidad_abdominal	scuola media italiana	Biología	136	158	6597	-	2	-	2	-	0	-	736	11.16	-	0	-	0	0	0	-	2006-10-29	5907	508993	0	0	Abdomen		
Q1710207	Cavidad_craneal	scuola media italiana	Biología	53	80	1735	-	2	-	2	-	0	-	380	21.9	-	0	-	0	0	297	-	2015-10-13	2636	244953	0	0	Cranial cavity		
Q1547362	Cavidad_pélvica	scuola media italiana	Biología	69	89	9387	-	5	-	14	-	0	-	1050	11.19	-	0	-	0	0	2062	-	2015-10-07	2642	285712	0	0			
Q114084	Centro_de_gravedad	scuola media italiana	Educación física y recreación	183	271	9366	-	2	-	6	-	0	-	1086	11.6	-	0	-	0	0	2785	-	2005-01-27	6547	1432469	0	0	Center of gravity		
Q11088	Celiaquía	scuola media italiana	Biología	285	340	268632	-	227	-	24	-	0	-	12803	4.77	-	0	-	0	0	5953	-	2004-04-14	6835	2305787	0	0	Coeliac disease		
Q130983	Cerebelo	scuola media italiana	Biología	366	403	107863	-	34	-	21	-	0	-	1714	1.59	-	0	-	0	0	2220	-	2002-02-12	7627	2556721	0	0	Cerebellum		
Q597493	Chacarera	scuola media italiana	Educación musical	339	286	20873	-	6	-	2	-	0	-	911	4.36	-	0	-	0	0	19051	-	2005-11-28	6242	1148272	0	0			
Q1073	Cerebro	scuola media italiana	Biología	564	701	45283	-	37	-	18	-	0	-	4858	10.73	-	0	-	0	0	19889	-	2002-02-12	7627	4371776	0	0	Brain	Brain	
Q5069474	Chamarrita	scuola media italiana	Educación musical	8	10	1726	-	0	-	0	-	0	-	1118	64.77	-	0	-	0	0	4864	-	2006-07-29	5999	91176	0	0			
Q327400	Chatarra_electrónica	scuola media italiana	Ciencias de la computación	97	133	26441	-	24	-	3	-	0	-	839	3.17	-	0	-	0	0	1609	-	2007-09-20	5581	882212	0	0	Electronic waste		
Q494348	Ciberacoso	scuola media italiana	Salud y sexualidad	455	602	66404	-	57	-	1	-	0	-	1069	1.61	-	0	-	0	0	11167	-	2006-12-08	5867	2709299	0	0	Cyberbullying		
Q4071928	Ciberataque	scuola media italiana	Tecnologías	44	66	37844	-	48	-	1	-	0	-	1244	3.29	-	0	-	0	0	3111	-	2015-09-10	2669	140185	0	0	Cyberattacks		
Q17157079	Ciclo_de_vida_de_la_tecnología	scuola media italiana	Tecnologías	30	42	11192	-	4	-	6	-	0	-	1022	9.13	-	0	-	0	0	2592	-	2011-03-27	4297	170242	0	0			
Q81041	Ciclo_hidrológico	scuola media italiana	Ciencias físico-químicas	1248	1412	42628	-	23	-	6	-	0	-	1666	3.91	-	0	-	0	0	7109	-	2006-01-22	6187	7715140	0	0	Water cycle		
Q83864	Ciclo_sexual_femenino	scuola media italiana	Biología	335	331	53688	-	75	-	4	-	0	-	500	0.93	-	0	-	0	0	3591	-	2003-08-22	7071	2682726	0	0	Menstrual cycle	Menstrual cycle	
Q228736	Ciencia_de_materiales	scuola media italiana	Ciencias físico-químicas	91	115	20195	-	5	-	8	-	0	-	1689	8.36	-	0	-	0	0	338	-	2006-07-04	6024	789578	0	0	Materials science		
Q336	Ciencia	scuola media italiana	Tecnologías	1723	1877	41097	-	53	-	3	-	0	-	2508	6.1	-	0	-	0	0	8375	-	2002-05-10	7540	13357190	0	0	Science		Categoria:Testi scientifici
Q178869	Cien_años_de_soledad	scuola media italiana	Literatura	1458	1578	123498	-	75	-	6	-	0	-	1499	1.21	-	0	-	0	0	24313	-	2003-10-13	7019	6947994	0	0	One Hundred Years of Solitude		
Q14632398	Ciencias_físicas	scuola media italiana	Ciencias físico-químicas	123	139	2325	-	3	-	1	-	0	-	998	42.92	-	0	-	0	0	0	-	2006-08-23	5974	1014008	0	0	Physical sciences		
Q1056761	Cifras_significativas	scuola media italiana	Química	226	288	6794	-	4	-	1	-	0	-	646	9.51	-	0	-	0	0	6167	-	2007-12-09	5501	1461757	0	0			
Q170145	Cigoto	scuola media italiana	Biología	235	280	5644	-	2	-	1	-	0	-	1401	24.82	-	0	-	0	0	1419	-	2003-07-16	7108	1781045	0	0	Zygote		
Q511494	Circe_Maia	scuola media italiana	Literatura	21	12	15733	-	15	-	0	-	0	-	342	2.17	-	0	-	0	0	3812	-	2004-10-29	6637	39100	0	0			
Q18783	Cinturón_de_fuego_del_Pacífico	scuola media italiana	Geografía	789	643	71123	-	50	-	34	-	0	-	5447	7.66	-	0	-	0	0	6094	-	2005-01-13	6561	630085	0	0	Maps of the Pacific Ring of Fire	2004 Indian Ocean earthquake	
Q47928	Circo	scuola media italiana	Educación física y recreación	248	279	23652	-	18	-	9	-	0	-	1569	6.63	-	0	-	0	0	5017	-	2002-01-15	7655	1303877	0	0	Circus	Circus	
Q132629	Circuito	scuola media italiana	Tecnologías	341	478	15466	-	2	-	1	-	0	-	2390	15.45	-	0	-	0	0	4634	-	2003-12-23	6948	3012628	0	0	Electrical circuits		
Q13928914	Circuito_en_serie	scuola media italiana	Tecnologías	225	234	3405	-	0	-	15	-	0	-	2646	77.71	-	0	-	0	0	1802	-	2004-03-21	6859	1929429	0	0	Series circuits		
Q5770105	Circulación_del_agua_en_las_plantas	scuola media italiana	Ciencias del ambiente	102	121	6292	-	0	-	0	-	0	-	2202	35.0	-	0	-	0	0	0	-	2005-04-26	6458	623860	0	0			
Q80831	Circuito_integrado	scuola media italiana	Tecnologías	481	553	23717	-	11	-	4	-	0	-	2680	11.3	-	0	-	0	0	4714	-	2003-01-07	7298	2419781	0	0	Integrated circuits	Integrated circuit	
Q843905	Circunferencia	scuola media italiana	Matemática	558	491	26907	-	19	-	15	-	0	-	530	1.97	-	0	-	0	0	7506	-	2002-01-31	7639	4436689	0	0			
Q110176	Circunferencia_circunscrita	scuola media italiana	Matemática	14	23	2764	-	6	-	2	-	0	-	734	26.56	-	0	-	0	0	284	-	2003-07-24	7100	425503	0	0	Circumcircles		
Q354337	Circunferencia_inscrita	scuola media italiana	Matemática	21	25	954	-	0	-	1	-	0	-	564	59.12	-	0	-	0	0	0	-	2005-12-23	6217	219033	0	0	Incircles		
Q79899	Citoplasma	scuola media italiana	Ciencias del ambiente	715	846	31845	-	25	-	7	-	0	-	1583	4.97	-	0	-	0	0	1984	-	2002-05-17	7533	5499511	0	1	Cytoplasm		
Q515	Ciudad	scuola media italiana	Geografía	906	761	40481	-	18	-	16	-	0	-	3733	9.22	-	0	-	0	0	7126	-	2002-05-06	7544	3716472	0	0	Cities		
Q208511	Ciudad_global	scuola media italiana	Geografía	186	198	30164	-	17	-	14	-	0	-	1209	4.01	-	0	-	0	0	14248	-	2005-08-09	6353	975828	0	0	Global city	Global City	
Q1231558	Ciudad_inteligente	scuola media italiana	Geografía	66	84	75599	-	90	-	9	-	0	-	7179	9.5	-	0	-	0	0	16372	-	2013-10-23	3356	965158	0	0	Smart cities		
Q133442	Ciudad-Estado	scuola media italiana	Historia	178	188	27865	-	15	-	19	-	0	-	366	1.31	-	0	-	0	0	14026	-	2004-08-02	6725	685932	0	0	City-states		
Q2785021	Ciudadano_del_mundo	scuola media italiana	Formación para la ciudadanía	58	69	10790	-	1	-	1	-	0	-	1597	14.8	-	0	-	0	0	2104	-	2006-02-01	6177	372544	0	0			
Q1020994	Ciudadano	scuola media italiana	Historia	452	454	21483	-	19	-	2	-	0	-	579	2.7	-	0	-	0	0	5532	-	2004-04-05	6844	2599646	0	0			
Q107934765	Ciudadanía_local	scuola media italiana	Formación para la ciudadanía	2	3	10642	-	17	-	1	-	0	-	1758	16.52	-	0	-	0	0	0	-	2021-08-05	513	2247	0	0			
Q2426831	Ciudadanía_digital	scuola media italiana	Educación física y recreación	293	356	20185	-	19	-	1	-	0	-	1182	5.86	-	0	-	0	0	2580	-	2008-08-06	5260	1303333	0	0			
Q8432	Civilización	scuola media italiana	Historia	503	541	39358	-	30	-	5	-	0	-	3929	9.98	-	0	-	0	0	12362	-	2003-10-17	7015	2514839	0	0	Civilizations		
Q1094545	Civitas	scuola media italiana	Historia	49	35	5024	-	7	-	0	-	0	-	936	18.63	-	0	-	0	0	0	-	2013-03-20	3573	180473	0	0			
Q3404008	Civilización_incaica	scuola media italiana	Historia	1130	902	101954	-	13	-	30	-	0	-	2916	2.86	-	0	-	0	0	17575	-	2003-01-09	7296	4563975	0	0	Inca		
Q12542	Civilización_mexica	scuola media italiana	Historia	1134	1314	73031	-	31	-	32	-	0	-	3242	4.44	-	0	-	0	0	93904	-	2003-09-02	7060	1180423	0	0	Aztec		
Q5771534	Clasificación_de_la_oración_simple	scuola media italiana	Lengua española	121	217	15834	-	0	-	1	-	0	-	454	2.87	-	0	-	0	0	1249	-	2008-11-11	5163	1502701	0	0			
Q146813	Cliente-servidor	scuola media italiana	Tecnologías	219	333	14717	-	0	-	1	-	0	-	2510	17.06	-	0	-	0	0	2919	-	2004-06-12	6776	1284527	0	0	Client-server		
Q5133607	Clima_de_Uruguay	scuola media italiana	Geografía	50	56	7495	-	2	-	1	-	0	-	1166	15.56	-	0	-	0	0	2116	-	2010-11-04	4440	320950	0	0	Climate of Uruguay		
Q47263	Cloroplasto	scuola media italiana	Ciencias del ambiente	597	734	20691	-	12	-	9	-	0	-	1028	4.97	-	0	-	0	0	526	-	2002-10-24	7373	3916423	0	0	Chloroplasts		
Q52139	Climatología	scuola media italiana	Geografía	166	167	21718	-	17	-	2	-	0	-	3070	14.14	-	0	-	0	0	363	-	2002-05-29	7521	893149	0	0	Climatology		
Q7937	Clima	scuola media italiana	Geografía	2191	2425	48873	-	15	-	7	-	0	-	3804	7.78	-	0	-	0	0	16523	-	2003-06-07	7147	9223705	0	0	Climate		
Q873072	Clítoris	scuola media italiana	Biología	480	441	113881	-	140	-	11	-	0	-	3899	3.42	-	0	-	0	0	10207	-	2003-04-19	7196	3672435	0	0	Clitoris	Clitoris	
Q749389	Coherencia_textual	scuola media italiana	Lengua española	180	225	4555	-	0	-	0	-	0	-	1597	35.06	-	0	-	0	0	419	-	2005-03-09	6506	1548520	0	0			
Q3769517	Codificación_digital	scuola media italiana	Ciencias de la computación	36	42	16299	-	0	-	3	-	0	-	1433	8.79	-	0	-	0	0	2465	-	2005-11-13	6257	248452	0	0			
Q41576	Cocaína	scuola media italiana	Biología	1287	1078	59661	-	71	-	8	-	0	-	4765	7.99	-	0	-	0	0	9617	-	2003-09-28	7034	5135149	0	0	Cocaine		
Q588790	Cohesión_textual	scuola media italiana	Lengua española	162	239	2905	-	0	-	0	-	0	-	227	7.81	-	0	-	0	0	5106	-	2005-03-09	6506	1878096	0	0			
Q1145523	Colaboración	scuola media italiana	Comunicación visual	58	63	8352	-	5	-	3	-	0	-	959	11.48	-	0	-	0	0	1027	-	2006-06-25	6033	473942	0	0	Collaboration		
Q828047	Colonización_griega	scuola media italiana	Historia	109	120	13651	-	7	-	2	-	0	-	977	7.16	-	0	-	0	0	129	-	2007-01-03	5841	564160	0	0			
Q7167	Colonialismo	scuola media italiana	Historia	785	833	38045	-	6	-	15	-	0	-	2496	6.56	-	0	-	0	0	18571	-	2004-02-02	6907	3912986	0	0	Colonialism		
